Type	Dubious	ORF	Gene	Chr	Start	End	Description	DAMP
ORF	Uncharacterized	YOL013W-A		15	301047	301238	Putative protein of unknown function; identified by SAGE	 
ORF	Verified	YOL013C	HRD1	15	303035	301380	Ubiquitin-protein ligase; functions in ER retention of misfolded proteins; required for ER-associated degradation (ERAD) of misfolded proteins; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger; likely plays a general role in targeting proteins that persistently associate with and potentially obstruct the ER-localized translocon	 
ORF	Verified	YOL012C	HTZ1	15	303983	303579	Histone variant H2AZ; exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silent heterochromatin	 
ORF	Verified	YOL011W	PLB3	15	305349	307409	Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog, PLB1, that arose from the whole genome duplication	 
ORF	Verified	YOL010W	RCL1	15	307938	309041	Endonuclease that cleaves pre-rRNA at site A2 for 18S rRNA biogenesis; subunit of U3-containing 90S preribosome processome complex involved in small ribosomal subunit assembly; stimulates Bms1p GTPase and U3 binding activity; similar to RNA cyclase-like proteins but no cyclase activity detected	DAMP
ORF	Verified	YOL009C	MDM12	15	310139	309324	Mitochondrial outer membrane protein; required for transmission of mitochondria to daughter cells; component of the ERMES complex that links the ER to mitochondria; may influence import and assembly of outer membrane beta-barrel proteins	 
ORF	Verified	YOL008W	COQ10	15	310312	310935	Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes	 
ORF	Verified	YOL007C	CSI2	15	312367	311342	Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene	 
ORF	Verified	YOL006C	TOP1	15	315387	313078	Topoisomerase I; nuclear enzyme that relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone; relaxes both positively and negatively supercoiled DNA; functions in replication, transcription, and recombination	 
ORF	Verified	YOL005C	RPB11	15	316175	315813	RNA polymerase II subunit B12.5; part of central core; similar to Rpc19p and bacterial alpha subunit	DAMP
ORF	Verified	YOL004W	SIN3	15	316938	321548	Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes, including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity	 
ORF	Verified	YOL003C	PFA4	15	322994	321858	Palmitoyltransferase with autoacylation activity; required for palmitoylation of amino acid permeases containing a C-terminal Phe-Trp-Cys site; required for modification of Chs3p; member of the DHHC family of putative palmitoyltransferases	 
ORF	Verified	YOL002C	IZH2	15	324364	323411	Plasma membrane receptor for plant antifungal protein, osmotin; involved in zinc ion homeostasis, apoptosis; negatively regulates ZRT1 and other functionally divergent genes through CCCTC promoter motif (IzRE); modulates FET3 activity in iron-independent manner; affects gene expression by influencing balance of competition between Msn2p/Msn4p and Nrg1p/Nrg2p for binding to the IzRE; transcription regulated by Zap1p, zinc, fatty acid levels; similar to mammalian adiponectins	 
ORF	Verified	YOL001W	PHO80	15	325249	326130	Cyclin; interacts with cyclin-dependent kinase Pho85p; regulates the response to nutrient levels and environmental conditions, including the response to phosphate limitation and stress-dependent calcium signaling	 
ORF	Verified	YOR001W	RRP6	15	326832	329033	Nuclear exosome exonuclease component; has 3'-5' exonuclease activity; involved in RNA processing, maturation, surveillance, degradation, tethering, and export; binds nuclear exosome-associated nucleic acid binding protein Lrp1p in the nucleus and protects it from proteolysis; has similarity to E. coli RNase D and to human PM-Sc1 100 (EXOSC10); mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay	 
ORF	Verified	YOR002W	ALG6	15	329417	331051	Alpha 1,3 glucosyltransferase; involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation; mutations in human ortholog are associated with disease	 
ORF	Verified	YOR003W	YSP3	15	331455	332891	Putative precursor to the subtilisin-like protease III; YSP3 has a paralog, PRB1, that arose from the whole genome duplication	 
ORF	Verified	YOR004W	UTP23	15	333592	334356	Component of the small subunit processome; involved in 40S ribosomal subunit biogenesis; interacts with snR30 and is required for dissociation of snR30 from large pre-ribosomal particles; has homology to PINc domain protein Fcf1p, although the PINc domain of Utp23p is not required for function; essential protein	DAMP
ORF	Verified	YOR005C	DNL4	15	337343	334509	DNA ligase required for nonhomologous end-joining (NHEJ); forms stable heterodimer with required cofactor Lif1p, interacts with Nej1p; involved in meiosis, not essential for vegetative growth	 
ORF	Verified	YOR006C	TSR3	15	338621	337680	Protein required for 20S pre-rRNA processing; involved in processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; relative distribution to the nucleus increases upon DNA replication stress	 
ORF	Verified	YOR007C	SGT2	15	339978	338938	Glutamine-rich cytoplasmic cochaperone; serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; interacts with the prion domain of Sup35p; amyloid sensor; plays a role in targeting chaperones to prion aggregates; has similarity to human cochaperone SGT; forms cytoplasmic foci upon DNA replication stress	 
ORF	Verified	YOR008C	SLG1	15	342414	341278	Sensor-transducer of the stress-activated PKC1-MPK1 kinase pathway; involved in maintenance of cell wall integrity; required for mitophagy; involved in organization of the actin cytoskeleton; secretory pathway Wsc1p is required for the arrest of secretion response	 
ORF	Uncharacterized	YOR008C-A		15	343081	342857	Putative protein of unknown function; includes a potential transmembrane domain; deletion results in slightly lengthened telomeres	 
ORF	Dubious	YOR008W-B		15	343929	344030	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YOR009W	TIR4	15	344335	345798	Cell wall mannoprotein; expressed under anaerobic conditions and required for anaerobic growth; transcription is also induced by cold shock; member of the Srp1p/Tip1p family of serine-alanine-rich proteins	 
ORF	Verified	YOR010C	TIR2	15	346950	346195	Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog, TIR3, that arose from the whole genome duplication	 
ORF	Verified	YOR011W	AUS1	15	349679	353863	Plasma membrane sterol transporter of the ATP-binding cassette family; required, along with Pdr11p, for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog, PDR11, that arose from the whole genome duplication	 
ORF	Uncharacterized	YOR011W-A		15	355652	355858	Putative protein of unknown function	 
ORF	Uncharacterized	YOR012W		15	356543	356956	Putative protein of unknown function	 
ORF	Dubious	YOR013W	IRC11	15	356751	357221	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YOR012C; null mutant displays increased levels of spontaneous Rad52 foci	 
ORF	Verified	YOR014W	RTS1	15	357674	359947	B-type regulatory subunit of protein phosphatase 2A (PP2A); Rts1p and Cdc55p are alternative regulatory subunits for PP2A catalytic subunits, Pph21p and Pph22p; PP2A-Rts1p protects cohesin when recruited by Sgo1p to the pericentromere; highly enriched at centromeres in the absence of Cdc55p; required for maintenance of septin ring organization during cytokinesis, for ring disassembly in G1 and for dephosphorylation of septin, Shs1p; homolog of the mammalian B' subunit of PP2A	 
ORF	Dubious	YOR015W		15	359993	360352	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YOR016C	ERP4	15	361084	360461	Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; ERP4 has a paralog, ERP2, that arose from the whole genome duplication	 
ORF	Verified	YOR017W	PET127	15	361412	363814	Protein with a role in 5'-end processing of mitochondrial RNAs; located in the mitochondrial membrane	 
ORF	Verified	YOR018W	ROD1	15	364369	366882	Membrane protein, binds the ubiquitin ligase Rsp5p via its 2 PY motifs; overexpression confers resistance to the GST substrate o-dinitrobenzene, zinc, and calcium; proposed to regulate the endocytosis of plasma membrane proteins; protein abundance increases in response to DNA replication stress; ROD1 has a paralog, ROG3, that arose from the whole genome duplication	 
ORF	Verified	YOR019W		15	368127	370319	Protein of unknown function; may interact with ribosomes, based on co-purification experiments; YOR019W has a paralog, JIP4, that arose from the whole genome duplication	 
ORF	Verified	YOR020C	HSP10	15	370844	370524	Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES	DAMP
ORF	Uncharacterized	YOR020W-A		15	371685	371957	Putative protein of unknown function; conserved in A. gossypii; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	 
ORF	Verified	YOR021C	SFM1	15	373439	372798	SPOUT methyltransferase; catalyzes omega-monomethylation of Rps3p on Arg-146; not an essential gene; predicted to be involved in rRNA processing and ribosome biogenesis and in biopolymer catabolism	 
ORF	Uncharacterized	YOR022C		15	375857	373710	Putative carboxylic ester hydrolase; similar to bovine phospholipase A1; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	 
ORF	Verified	YOR023C	AHC1	15	377712	376012	Subunit of the Ada histone acetyltransferase complex; required for structural integrity of the complex	 
ORF	Dubious	YOR024W		15	377847	378170	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YOR025W	HST3	15	378219	379562	Member of the Sir2 family of NAD(+)-dependent protein deacetylases; involved along with Hst4p in telomeric silencing, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism	 
ORF	Verified	YOR026W	BUB3	15	379781	380806	Kinetochore checkpoint WD40 repeat protein; localizes to kinetochores during prophase and metaphase, delays anaphase in the presence of unattached kinetochores; forms complexes with Mad1p-Bub1p and with Cdc20p, binds Mad2p and Mad3p	 
ORF	Verified	YOR027W	STI1	15	381053	382822	Hsp90 cochaperone; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop	 
ORF	Verified	YOR028C	CIN5	15	384420	383533	Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog, YAP6, that arose from the whole genome duplication	 
ORF	Dubious	YOR029W		15	384600	384935	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YOR030W	DFG16	15	386825	388684	Probable multiple transmembrane protein; involved in diploid invasive and pseudohyphal growth upon nitrogen starvation; is glycosylated and phosphorylated; interacts with Rim21p and Rim9p in the plasma membrane to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; required for accumulation of processed Rim101p	 
ORF	Verified	YOR031W	CRS5	15	389213	389422	Copper-binding metallothionein; required for wild-type copper resistance	 
ORF	Verified	YOR032C	HMS1	15	391075	389771	bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant	 
ORF	Uncharacterized	YOR032W-A		15	392176	392376	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	 
ORF	Verified	YOR033C	EXO1	15	394524	392416	5'-3' exonuclease and flap-endonuclease; involved in recombination, double-strand break repair, MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family, with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog, DIN7, that arose from the whole genome duplication	 
ORF	Verified	YOR034C	AKR2	15	397086	394837	Ankyrin repeat-containing protein; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p; AKR2 has a paralog, AKR1, that arose from the whole genome duplication	 
ORF	Uncharacterized	YOR034C-A		15	397668	397426	Putative protein of unknown function; identified by expression profiling and mass spectrometry	 
ORF	Verified	YOR035C	SHE4	15	400104	397735	Protein containing a UCS (UNC-45/CRO1/SHE4) domain; binds to myosin motor domains to regulate myosin function; involved in endocytosis, polarization of the actin cytoskeleton, and asymmetric mRNA localization	 
ORF	Verified	YOR036W	PEP12	15	400348	401214	Target membrane receptor (t-SNARE); for vesicular intermediates traveling between the Golgi apparatus and the vacuole; controls entry of biosynthetic, endocytic, and retrograde traffic into the prevacuolar compartment; syntaxin	 
ORF	Verified	YOR037W	CYC2	15	401555	402655	Mitochondrial peripheral inner membrane protein; contains a FAD cofactor in a domain exposed in the intermembrane space; exhibits redox activity in vitro; likely participates in ligation of heme to acytochromes c and c1 (Cyc1p and Cyt1p)	 
ORF	Verified	YOR038C	HIR2	15	405388	402761	Subunit of HIR nucleosome assembly complex; involved in regulation of histone gene transcription; recruits Swi-Snf complexes to histone gene promoters; promotes heterochromatic gene silencing with Asf1p; relocalizes to the cytosol in response to hypoxia	 
ORF	Verified	YOR039W	CKB2	15	405768	406544	Beta' regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerase	 
ORF	Verified	YOR040W	GLO4	15	407064	407921	Mitochondrial glyoxalase II; catalyzes the hydrolysis of S-D-lactoylglutathione into glutathione and D-lactate; GLO4 has a paralog, GLO2, that arose from the whole genome duplication	 
ORF	Verified	YOR042W	CUE5	15	408425	409660	Ubiquitin-binding protein; contains a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; CUE5 has a paralog, DON1, that arose from the whole genome duplication	 
ORF	Dubious	YOR041C		15	408789	408358	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the uncharacterized gene CUE5; deletion in cyr1 mutant results in loss of stress resistance	 
ORF	Verified	YOR043W	WHI2	15	410870	412330	Protein required for full activation of the general stress response; required with binding partner Psr1p, possibly through Msn2p dephosphorylation; regulates growth during the diauxic shift; negative regulator of G1 cyclin expression	 
ORF	Verified	YOR044W	IRC23	15	413007	413480	Putative protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; null mutant displays increased levels of spontaneous Rad52p foci; IRC23 has a paralog, BSC2, that arose from the whole genome duplication	 
ORF	Verified	YOR045W	TOM6	15	413852	414037	Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex	 
ORF	Verified	YOR046C	DBP5	15	415907	414459	Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus, remodeling messenger ribonucleoprotein particles (mRNPs), with ATPase activity stimulated by Gle1p, IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress	DAMP
ORF	Verified	YOR047C	STD1	15	417681	416347	Protein involved in control of glucose-regulated gene expression; interacts with kinase Snf1p, glucose sensors Snf3p and Rgt2p, TATA-binding Spt15p; regulator of transcription factor Rgt1p; interactions with Pma1p appear to propagate [GAR+]; STD1 has a paralog, MTH1, that arose from the whole genome duplication	 
ORF	Verified	YOR048C	RAT1	15	421650	418630	Nuclear 5' to 3' single-stranded RNA exonuclease; involved in RNA metabolism, including rRNA and snRNA processing as well as poly (A+) dependent and independent mRNA transcription termination	DAMP
ORF	Verified	YOR049C	RSB1	15	423732	422668	Suppressor of sphingoid LCB sensitivity of an LCB-lyase mutation; putative integral membrane transporter or flippase that may transport long chain bases (LCBs) from the cytoplasmic side toward the extracytoplasmic side of the membrane	 
ORF	Dubious	YOR050C		15	424617	424270	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; null mutant is viable	 
ORF	Verified	YOR051C	ETT1	15	426084	424846	Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough	 
ORF	Verified	YOR052C	TMC1	15	427224	426772	AN1-type zinc finger protein of unknown function; may protect cells from trivalent metalloid induced proteotoxicity; contains a PACE promoter element, a transcriptional profile similar to CUZ1 and RPN2, and decreased expression in an RPN4 mutant; induced by nitrogen limitation and weak acid; ortholog of human AIRAP, which stimulates proteasome activity in response to arsenic; protein abundance increases in response to DNA replication stress	 
ORF	Dubious	YOR053W		15	427817	428158	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C	 
ORF	Dubious	YOR055W		15	429478	429912	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	 
ORF	Verified	YOR054C	VHS3	15	429857	427833	Negative regulatory subunit of protein phosphatase 1 Ppz1p; involved in coenzyme A biosynthesis; subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC; Cab3p, Sis2p, Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p)	 
ORF	Verified	YOR056C	NOB1	15	431626	430247	Protein involved in proteasomal and 40S ribosomal subunit biogenesis; required for cleavage of the 20S pre-rRNA to generate the mature 18S rRNA; cleavage is activated by Fun12p, a GTPase and translation initiation factor; relocalizes from nucleus to nucleolus upon DNA replication stress	DAMP
ORF	Verified	YOR057W	SGT1	15	432186	433373	Cochaperone protein; regulates activity of adenylyl cyclase Cyr1p; involved in kinetochore complex assembly; associates with the SCF (Skp1p/Cdc53p/F box protein) ubiquitin ligase complex; acts as a linker between Skp1p and HSP90 complexes; protein abundance increases in response to DNA replication stress	DAMP
ORF	Verified	YOR058C	ASE1	15	436345	433688	Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress	 
ORF	Verified	YOR059C		15	440258	438906	Lipid particle protein of unknown function; contains a putative lipase serine active site; induced by transcription factor Rpn4p; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YOR060C	SLD7	15	441163	440390	Protein with a role in chromosomal DNA replication; interacts with Sld3p and reduces its affinity for Cdc45p; deletion mutant has aberrant mitochondria	DAMP
ORF	Verified	YOR061W	CKA2	15	441534	442553	Alpha' catalytic subunit of casein kinase 2 (CK2); CK2 is a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases; protein abundance increases in response to DNA replication stress; regulates Fkh1p-mediated donor preference during mating-type switching	 
ORF	Uncharacterized	YOR062C		15	443531	442725	Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YOR062C has a paralog, YKR075C, that arose from the whole genome duplication	 
ORF	Verified	YOR063W	RPL3	15	444686	445849	Ribosomal 60S subunit protein L3; homologous to mammalian ribosomal protein L3 and bacterial L3; involved in the replication and maintenance of killer double stranded RNA virus	DAMP
ORF	Verified	YOR064C	YNG1	15	446738	446079	Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3, has similarity to the human tumor suppressor ING1	 
ORF	Verified	YOR065W	CYT1	15	447439	448368	Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex	 
ORF	Verified	YOR066W	MSA1	15	449436	451325	Activator of G1-specific transcription factors MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; MSA1 has a paralog, MSA2, that arose from the whole genome duplication	 
ORF	Verified	YOR067C	ALG8	15	453462	451729	Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p	 
ORF	Verified	YOR069W	VPS5	15	453768	455795	Nexin-1 homolog; required for localizing membrane proteins from a prevacuolar/late endosomal compartment back to late Golgi; structural component of retromer membrane coat complex; forms a retromer subcomplex with Vps17p; required for recruiting the retromer complex to the endosome membranes; VPS5 has a paralog, YKR078W, that arose from the whole genome duplication	 
ORF	Verified	YOR068C	VAM10	15	454213	453869	Protein involved in vacuole morphogenesis; acts at an early step of homotypic vacuole fusion that is required for vacuole tethering	 
ORF	Verified	YOR070C	GYP1	15	457820	455907	Cis-golgi GTPase-activating protein (GAP) for yeast Rabs; the Rab family members are Ypt1p (in vivo) and for Ypt1p, Sec4p, Ypt7p, and Ypt51p (in vitro); involved in vesicle docking and fusion	 
ORF	Verified	YOR071C	NRT1	15	461276	459480	High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity	 
ORF	Dubious	YOR072W		15	461502	461816	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate, paraquat and wortmannin sensitive	 
ORF	Dubious	YOR072W-A		15	461791	462039	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOR072W; originally identified by fungal homology and RT-PCR	 
ORF	Uncharacterized	YOR072W-B		15	464469	464630	Putative protein of unknown function; identified by expression profiling and mass spectrometry	 
ORF	Verified	YOR073W	SGO1	15	464771	466543	Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability	 
ORF	Dubious	YOR073W-A		15	467390	467623	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CDC21/YOR074C; identified by RT-PCR	 
ORF	Verified	YOR074C	CDC21	15	467589	466675	Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S	DAMP
ORF	Verified	YOR075W	UFE1	15	468212	469252	t-SNARE protein required for retrograde vesicular traffic; also required for homotypic ER membrane fusion; forms a complex with the SNAREs Sec22p, Sec20p and Use1p to mediate fusion of Golgi-derived vesicles at the ER	DAMP
ORF	Verified	YOR076C	SKI7	15	471620	469377	Coupling protein for the Ski complex and cytoplasmic exosome; involved in 3'-5' RNA degradation; eRF3-like domain targets nonstop mRNA for degradation; null mutants have superkiller phenotype; SKI7 has a paralog, HBS1, that arose from the whole genome duplication	 
ORF	Verified	YOR077W	RTS2	15	471899	472597	Basic zinc-finger protein; similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication	DAMP
ORF	Verified	YOR078W	BUD21	15	472725	473369	Component of small ribosomal subunit (SSU) processosome; this complex contains U3 snoRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; originally isolated as bud-site selection mutant that displays a random budding pattern	 
ORF	Verified	YOR079C	ATX2	15	474416	473475	Golgi membrane protein involved in manganese homeostasis; overproduction suppresses the sod1 (copper, zinc superoxide dismutase) null mutation	 
ORF	Verified	YOR080W	DIA2	15	474594	476792	Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitylation of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase, completion of DNA replication during recovery from DNA damage, assembly of RSC complex, RSC-mediated transcription regulation, and nucleosome positioning; involved in invasive and pseudohyphal growth	 
ORF	Verified	YOR081C	TGL5	15	479188	476939	Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog, TGL4, that arose from the whole genome duplication	 
ORF	Verified	YOR083W	WHI5	15	479533	480420	Repressor of G1 transcription; binds to SCB binding factor (SBF) at SCB target promoters in early G1; phosphorylation of Whi5p by the CDK, Cln3p/Cdc28p relieves repression and promoter binding by Whi5; periodically expressed in G1; WHI5 has a paralog, SRL3, that arose from the whole genome duplication	 
ORF	Dubious	YOR082C		15	479637	479296	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YOR083W	 
ORF	Verified	YOR084W	LPX1	15	480587	481750	Peroxisomal matrix-localized lipase; required for normal peroxisome morphology; contains a peroxisomal targeting signal type 1 (PTS1) and a lipase motif; peroxisomal import requires the PTS1 receptor, Pex5p and self-interaction; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance; oleic acid inducible	 
ORF	Verified	YOR085W	OST3	15	482033	483085	Gamma subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; Ost3p is important for N-glycosylation of a subset of proteins	 
ORF	Verified	YOR086C	TCB1	15	486779	483219	Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p, Tcb2p and Tcb3p interact; TCB1 has a paralog, TCB2, that arose from the whole genome duplication	 
ORF	Verified	YOR087W	YVC1	15	487707	489734	Vacuolar cation channel; mediates release of Ca(2+) from the vacuole in response to hyperosmotic shock	 
ORF	Verified	YOR089C	VPS21	15	490828	490196	Endosomal Rab family GTPase; required for endocytic transport and sorting of vacuolar hydrolases; required for endosomal localization of the CORVET complex; required with YPT52 for MVB biogenesis and sorting; involved in autophagy and ionic stress tolerance; geranylgeranylation required for membrane association; protein abundance increases in response to DNA replication stress; mammalian Rab5 homolog; VPS21 has a paralog, YPT53, that arose from the whole genome duplication	 
ORF	Verified	YOR090C	PTC5	15	492841	491123	Mitochondrial type 2C protein phosphatase (PP2C); involved in regulation of pyruvate dehydrogenase activity by dephosphorylating the serine 133 of the Pda1p subunit; localizes to the intermembrane space and is imported via the presequence pathway and processed by the inner membrane protease (Imp1p-Imp2p); acts in concert with kinases Pkp1p and Pkp2p and phosphatase Ptc6p	 
ORF	Verified	YOR091W	TMA46	15	493433	494470	Protein of unknown function that associates with translating ribosomes; interacts with GTPase Rbg1p	 
ORF	Verified	YOR092W	ECM3	15	495127	496968	Non-essential protein of unknown function; involved in signal transduction and the genotoxic response; induced rapidly in response to treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from ER to cytoplasm upon DNA replication stress; ECM3 has a paralog, YNL095C, that arose from the whole genome duplication	 
ORF	Uncharacterized	YOR093C		15	502452	497506	Putative protein of unknown function; deletion causes sensitivity to unfolded protein response-inducing agents	 
ORF	Verified	YOR094W	ARF3	15	502795	503346	Glucose-repressible ADP-ribosylation factor; GTPase of the Ras superfamily involved in regulating cell polarity and invasive growth; also has mRNA binding activity	 
ORF	Verified	YOR095C	RKI1	15	504328	503552	Ribose-5-phosphate ketol-isomerase; catalyzes the interconversion of ribose 5-phosphate and ribulose 5-phosphate in the pentose phosphate pathway; participates in pyridoxine biosynthesis	DAMP
ORF	Verified	YOR096W	RPS7A	15	505794	506767	Protein component of the small (40S) ribosomal subunit; interacts with Kti11p; deletion causes hypersensitivity to zymocin; homologous to mammalian ribosomal protein S7, no bacterial homolog; RPS7A has a paralog, RPS7B, that arose from the whole genome duplication	 
